"publication_id","publication_code","study_id","group_description","between_id","observation_id","dataset_id","subject","block","trial","condition_id","congruency","accuracy","rt"
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598661,40,6532,1,58,63,1,1,0.709
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598662,40,6532,1,59,63,2,1,0.718
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598663,40,6532,1,60,63,1,1,0.983
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598665,40,6532,1,62,63,2,1,0.799
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598666,40,6532,1,63,63,2,1,0.583
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598667,40,6532,1,64,63,1,1,0.613
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598668,40,6532,1,65,63,2,1,0.499
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598669,40,6532,1,66,63,2,1,0.815
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598670,40,6532,1,67,63,2,1,0.563
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598671,40,6532,1,68,63,1,1,0.64
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598672,40,6532,1,69,63,1,1,0.551
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598676,40,6532,1,73,63,2,1,0.847
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598679,40,6532,1,76,63,1,1,0.591
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598680,40,6532,1,77,63,1,1,0.565
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598681,40,6532,1,78,63,1,1,0.603
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598682,40,6532,1,79,63,2,1,0.513
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598684,40,6532,1,81,63,2,1,0.57
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598686,40,6532,1,83,63,1,1,0.84
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598688,40,6532,1,85,63,1,1,0.596
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598689,40,6532,1,86,63,1,1,0.606
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598690,40,6532,1,87,63,1,1,0.565
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598692,40,6532,1,89,63,2,1,0.823
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598693,40,6532,1,90,63,2,1,0.571
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598694,40,6532,1,91,63,1,1,0.585
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598696,40,6532,1,93,63,1,1,0.597
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598700,40,6532,1,97,63,1,1,0.735
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598702,40,6532,1,99,63,2,1,0.665
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598703,40,6532,1,100,63,2,1,0.94
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598704,40,6532,1,101,63,1,1,0.568
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598705,40,6532,1,102,63,1,1,0.533
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598706,40,6532,1,103,63,2,1,0.65
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598707,40,6532,1,104,63,2,1,0.746
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598708,40,6532,1,105,63,2,1,1.828
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598710,40,6532,1,107,63,1,1,0.675
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598712,40,6532,1,109,63,2,0,1.263
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598713,40,6532,1,110,63,1,1,0.607
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598715,40,6532,1,112,63,1,1,0.459
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598718,40,6532,1,115,63,1,1,0.694
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598722,40,6532,1,119,63,2,0,0.642
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598723,40,6532,1,120,63,2,1,1.346
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598725,40,6532,1,122,63,2,0,0.567
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598726,40,6532,1,123,63,1,1,1.188
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598727,40,6532,1,124,63,2,1,0.674
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598730,40,6532,1,127,63,1,1,0.668
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598731,40,6532,1,128,63,1,1,0.548
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598732,40,6532,1,129,63,1,1,0.577
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598733,40,6532,1,130,63,1,1,0.526
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598734,40,6532,1,131,63,2,1,0.739
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598737,40,6532,1,134,63,2,1,0.574
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598738,40,6532,1,135,63,1,1,0.58
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598740,40,6532,1,137,63,2,1,0.76
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598743,40,6532,1,140,63,2,1,0.709
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598744,40,6532,1,141,63,2,1,0.614
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598745,40,6532,1,142,63,1,1,0.541
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598747,40,6532,1,144,63,1,1,0.531
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598751,40,6533,1,4,63,2,1,0.708
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598753,40,6533,1,6,63,2,1,0.474
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598754,40,6533,1,7,63,2,1,0.645
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598755,40,6533,1,8,63,2,1,0.549
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598756,40,6533,1,9,63,1,1,0.594
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598757,40,6533,1,10,63,2,1,0.633
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598759,40,6533,1,12,63,1,1,0.662
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598760,40,6533,1,13,63,1,1,0.63
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598762,40,6533,1,15,63,2,1,0.693
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598763,40,6533,1,16,63,1,1,0.518
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598764,40,6533,1,17,63,2,1,0.643
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598765,40,6533,1,18,63,1,1,0.53
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598766,40,6533,1,19,63,2,1,0.823
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598767,40,6533,1,20,63,1,1,0.579
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598768,40,6533,1,21,63,1,1,0.481
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598770,40,6533,1,23,63,1,1,0.537
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598771,40,6533,1,24,63,2,1,0.606
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598772,40,6533,1,25,63,1,1,0.581
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598773,40,6533,1,26,63,1,1,0.579
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598774,40,6533,1,27,63,1,1,0.681
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598775,40,6533,1,28,63,1,1,0.609
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598776,40,6533,1,29,63,2,1,0.615
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598779,40,6533,1,32,63,2,1,0.6
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598780,40,6533,1,33,63,1,1,0.519
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598782,40,6533,1,35,63,1,1,0.633
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598783,40,6533,1,36,63,1,1,0.521
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598785,40,6533,1,38,63,2,1,0.784
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598786,40,6533,1,39,63,1,1,0.476
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598787,40,6533,1,40,63,2,1,0.535
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598788,40,6533,1,41,63,2,0,0.532
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598789,40,6533,1,42,63,2,1,1.169
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598790,40,6533,1,43,63,1,1,0.461
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598791,40,6533,1,44,63,2,1,0.76
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598792,40,6533,1,45,63,2,1,0.634
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598794,40,6533,1,47,63,1,1,0.546
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598795,40,6533,1,48,63,2,1,0.527
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598798,40,6533,1,51,63,1,1,0.532
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598799,40,6533,1,52,63,2,1,0.521
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598801,40,6533,1,54,63,2,0,0.61
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598803,40,6533,1,56,63,2,1,0.592
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598804,40,6533,1,57,63,2,0,0.758
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598805,40,6533,1,58,63,1,1,0.632
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598806,40,6533,1,59,63,2,1,0.639
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598807,40,6533,1,60,63,1,1,1.054
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598809,40,6533,1,62,63,2,1,0.605
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598810,40,6533,1,63,63,2,1,1.156
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598811,40,6533,1,64,63,1,1,0.681
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598812,40,6533,1,65,63,2,1,0.569
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598813,40,6533,1,66,63,2,0,0.558
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598814,40,6533,1,67,63,2,1,1.06
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598815,40,6533,1,68,63,1,1,0.59
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598816,40,6533,1,69,63,1,1,0.572
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598820,40,6533,1,73,63,2,1,0.678
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598823,40,6533,1,76,63,1,1,0.526
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598824,40,6533,1,77,63,1,1,0.522
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598825,40,6533,1,78,63,1,1,0.51
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598826,40,6533,1,79,63,2,1,0.89
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598828,40,6533,1,81,63,2,1,0.598
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598830,40,6533,1,83,63,1,1,0.676
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598832,40,6533,1,85,63,1,1,0.449
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598833,40,6533,1,86,63,1,1,0.707
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598834,40,6533,1,87,63,1,1,0.557
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598836,40,6533,1,89,63,2,0,0.525
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598837,40,6533,1,90,63,2,1,1.257
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598838,40,6533,1,91,63,1,1,0.584
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598840,40,6533,1,93,63,1,1,0.495
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598844,40,6533,1,97,63,1,1,0.612
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598846,40,6533,1,99,63,2,1,0.504
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598847,40,6533,1,100,63,2,1,0.532
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598848,40,6533,1,101,63,1,1,0.417
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598849,40,6533,1,102,63,1,1,0.475
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598850,40,6533,1,103,63,2,1,0.729
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598851,40,6533,1,104,63,2,0,0.616
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598852,40,6533,1,105,63,2,1,1.55
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598854,40,6533,1,107,63,1,1,0.698
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598856,40,6533,1,109,63,2,1,0.466
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598857,40,6533,1,110,63,1,1,0.588
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598859,40,6533,1,112,63,1,1,0.534
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598862,40,6533,1,115,63,1,1,0.473
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598866,40,6533,1,119,63,2,1,0.601
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598867,40,6533,1,120,63,2,1,0.616
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598869,40,6533,1,122,63,2,1,0.909
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598870,40,6533,1,123,63,1,1,0.404
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598871,40,6533,1,124,63,2,1,0.701
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598874,40,6533,1,127,63,1,1,0.663
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598875,40,6533,1,128,63,1,1,0.495
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598876,40,6533,1,129,63,1,1,0.531
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598877,40,6533,1,130,63,1,1,0.455
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598878,40,6533,1,131,63,2,1,1.258
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598881,40,6533,1,134,63,2,1,0.564
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598882,40,6533,1,135,63,1,1,0.674
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598884,40,6533,1,137,63,2,1,0.653
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598887,40,6533,1,140,63,2,1,0.57
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598888,40,6533,1,141,63,2,1,0.632
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598889,40,6533,1,142,63,1,1,0.503
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598891,40,6533,1,144,63,1,1,0.375
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598895,40,6534,1,4,63,2,1,0.651
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598897,40,6534,1,6,63,2,1,0.655
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598898,40,6534,1,7,63,2,1,0.918
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598899,40,6534,1,8,63,2,1,0.588
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598900,40,6534,1,9,63,1,1,0.867
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598901,40,6534,1,10,63,2,1,1.039
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598903,40,6534,1,12,63,1,1,1.078
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598904,40,6534,1,13,63,1,1,0.568
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598906,40,6534,1,15,63,2,1,0.411
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598907,40,6534,1,16,63,1,1,0.733
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598908,40,6534,1,17,63,2,1,0.982
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598909,40,6534,1,18,63,1,0,0.622
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598910,40,6534,1,19,63,2,1,1.053
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598911,40,6534,1,20,63,1,1,0.734
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598912,40,6534,1,21,63,1,1,0.688
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598914,40,6534,1,23,63,1,1,0.692
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598915,40,6534,1,24,63,2,1,0.765
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598916,40,6534,1,25,63,1,1,0.639
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598917,40,6534,1,26,63,1,1,0.59
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598918,40,6534,1,27,63,1,1,0.604
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598919,40,6534,1,28,63,1,1,0.907
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598920,40,6534,1,29,63,2,1,0.889
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598923,40,6534,1,32,63,2,1,0.736
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598924,40,6534,1,33,63,1,1,0.866
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598926,40,6534,1,35,63,1,1,0.791
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598927,40,6534,1,36,63,1,1,0.866
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598929,40,6534,1,38,63,2,1,0.739
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598930,40,6534,1,39,63,1,1,0.548
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598931,40,6534,1,40,63,2,1,0.777
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598932,40,6534,1,41,63,2,0,0.532
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598933,40,6534,1,42,63,2,1,1.433
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598934,40,6534,1,43,63,1,1,0.804
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598935,40,6534,1,44,63,2,1,0.639
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598936,40,6534,1,45,63,2,1,0.67
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598938,40,6534,1,47,63,1,1,0.863
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598939,40,6534,1,48,63,2,1,0.908
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598942,40,6534,1,51,63,1,1,0.781
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598943,40,6534,1,52,63,2,1,0.624
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598945,40,6534,1,54,63,2,1,0.555
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598947,40,6534,1,56,63,2,1,0.683
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598948,40,6534,1,57,63,2,1,0.748
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598949,40,6534,1,58,63,1,1,0.63
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598950,40,6534,1,59,63,2,1,0.812
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598951,40,6534,1,60,63,1,1,0.632
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598953,40,6534,1,62,63,2,1,0.864
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598954,40,6534,1,63,63,2,1,0.533
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598955,40,6534,1,64,63,1,1,0.561
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598956,40,6534,1,65,63,2,1,0.638
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598957,40,6534,1,66,63,2,1,0.75
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598958,40,6534,1,67,63,2,1,0.712
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598959,40,6534,1,68,63,1,1,0.665
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598960,40,6534,1,69,63,1,1,0.769
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598964,40,6534,1,73,63,2,1,0.492
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598967,40,6534,1,76,63,1,1,0.375
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598968,40,6534,1,77,63,1,1,0.639
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598969,40,6534,1,78,63,1,1,1.158
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598970,40,6534,1,79,63,2,1,0.651
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598972,40,6534,1,81,63,2,1,0.756
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598974,40,6534,1,83,63,1,1,0.635
9,"vonbastiaan_2015_evidence",31,"University students (Swiss)",32,1598976,40,6534,1,85,63,1,1,0.69
